timestamp,air_temp,air_humidity,rain_mm,soil_moisture,irrigation
2020-03-06 22:16:11,29.77,58.21,0.0,0.4979999999999999,0
2020-03-06 22:17:11,29.77,58.21,0.0,0.492,0
2020-03-06 22:18:11,29.77,58.21,0.0,0.4859999999999999,0
2020-03-06 22:19:11,29.77,58.21,0.0,0.4859999999999999,0
2020-03-06 22:20:12,29.77,58.21,0.0,0.482,0
2020-03-06 22:21:12,29.77,58.21,0.0,0.48,0
2020-03-06 22:22:12,29.77,58.21,0.0,0.482,0
2020-03-06 22:23:12,29.77,58.21,0.0,0.4800000000000001,0
2020-03-06 22:24:12,29.77,58.21,0.0,0.48,0
2020-03-06 22:25:12,29.77,58.21,0.0,0.478,0
2020-03-06 22:26:12,29.77,58.21,0.0,0.4760000000000001,0
2020-03-06 22:27:12,29.77,58.21,0.0,0.4760000000000001,0
2020-03-06 22:28:12,29.77,58.21,0.0,0.478,0
2020-03-06 22:29:12,29.77,58.21,0.0,0.478,0
2020-03-06 22:30:12,29.77,58.21,0.0,0.478,0
2020-03-06 22:31:12,29.77,58.21,0.0,0.478,0
2020-03-06 22:32:12,29.77,58.21,0.0,0.48,0
2020-03-06 22:33:12,29.77,58.21,0.0,0.48,0
2020-03-06 22:34:12,29.77,58.21,0.0,0.484,0
2020-03-06 22:35:12,29.77,58.21,0.0,0.48,0
2020-03-06 22:36:12,29.77,58.21,0.0,0.482,0
2020-03-06 22:37:12,29.77,58.21,0.0,0.482,0
2020-03-06 22:38:12,29.77,58.21,0.0,0.482,0
2020-03-06 22:39:12,29.77,58.21,0.0,0.486,0
2020-03-06 22:40:13,29.77,58.21,0.0,0.488,0
2020-03-06 22:41:13,29.77,58.21,0.0,0.488,0
2020-03-06 22:42:13,29.77,58.21,0.0,0.488,0
2020-03-06 22:43:13,29.77,58.21,0.0,0.488,0
2020-03-06 22:44:13,29.77,58.21,0.0,0.488,0
2020-03-06 22:45:13,29.77,58.21,0.0,0.49,0
2020-03-06 22:46:13,29.77,58.21,0.0,0.49,0
2020-03-06 22:47:13,29.77,58.21,0.0,0.49,0
2020-03-06 22:48:13,29.77,58.21,0.0,0.49,0
2020-03-06 22:49:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:50:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:51:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:52:13,29.77,58.21,0.0,0.498,0
2020-03-06 22:53:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:54:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:55:13,29.77,58.21,0.0,0.4979999999999999,0
2020-03-06 22:56:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:57:13,29.77,58.21,0.0,0.496,0
2020-03-06 22:58:13,29.77,58.21,0.0,0.498,0
2020-03-06 22:59:13,29.77,58.21,0.0,0.498,0
2020-03-06 23:00:14,29.77,58.21,0.0,0.502,0
2020-03-06 23:01:14,29.77,58.21,0.0,0.502,0
2020-03-06 23:02:14,29.77,58.21,0.0,0.502,0
2020-03-06 23:03:14,29.77,58.21,0.0,0.502,0
2020-03-06 23:04:14,29.77,58.21,0.0,0.504,0
2020-03-06 23:05:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:06:14,29.77,58.21,0.0,0.504,0
2020-03-06 23:07:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:08:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:09:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:10:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:11:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:12:14,29.77,58.21,0.0,0.504,0
2020-03-06 23:13:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:14:14,29.77,58.21,0.0,0.506,0
2020-03-06 23:15:14,29.77,58.21,0.0,0.5079999999999999,0
2020-03-06 23:16:14,29.77,58.21,0.0,0.51,0
2020-03-06 23:17:14,29.77,58.21,0.0,0.5119999999999999,0
2020-03-06 23:18:14,29.77,58.21,0.0,0.512,0
2020-03-06 23:19:14,29.77,58.21,0.0,0.514,0
2020-03-06 23:20:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:21:15,29.77,58.21,0.0,0.512,0
2020-03-06 23:22:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:23:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:24:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:25:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:26:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:27:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:28:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:29:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:30:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:31:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:32:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:33:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:34:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:35:15,29.77,58.21,0.0,0.514,0
2020-03-06 23:36:15,29.77,58.21,0.0,0.518,0
2020-03-06 23:37:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:38:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:39:15,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:40:16,29.77,58.21,0.0,0.514,0
2020-03-06 23:41:16,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:42:16,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:43:16,29.77,58.21,0.0,0.5160000000000001,0
2020-03-06 23:44:16,29.77,58.21,0.0,0.514,0
2020-03-06 23:45:16,29.77,58.21,0.0,0.514,0
2020-03-06 23:46:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:47:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:48:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:49:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:50:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:51:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:52:16,29.77,58.21,0.0,0.52,0
2020-03-06 23:53:16,29.77,58.21,0.0,0.52,0
2020-03-06 23:54:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:55:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:56:16,29.77,58.21,0.0,0.52,0
2020-03-06 23:57:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:58:16,29.77,58.21,0.0,0.518,0
2020-03-06 23:59:16,29.77,58.21,0.0,0.52,0
2020-03-07 00:00:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:01:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:02:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:03:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:04:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:05:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:06:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:07:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:08:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:09:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:10:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:11:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:12:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:13:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:14:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:15:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:16:17,30.96,57.39,0.0,0.52,0
2020-03-07 00:17:17,30.96,57.39,0.0,0.524,0
2020-03-07 00:18:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:19:17,30.96,57.39,0.0,0.522,0
2020-03-07 00:20:18,30.96,57.39,0.0,0.524,0
2020-03-07 00:21:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:22:18,30.96,57.39,0.0,0.524,0
2020-03-07 00:23:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:24:18,30.96,57.39,0.0,0.524,0
2020-03-07 00:25:18,30.96,57.39,0.0,0.524,0
2020-03-07 00:26:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:27:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:28:18,30.96,57.39,0.0,0.524,0
2020-03-07 00:29:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:30:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:31:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:32:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:33:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:34:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:35:18,30.96,57.39,0.0,0.52,0
2020-03-07 00:36:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:37:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:38:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:39:18,30.96,57.39,0.0,0.522,0
2020-03-07 00:40:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:41:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:42:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:43:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:44:19,30.96,57.39,0.0,0.522,0
2020-03-07 00:45:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:46:19,30.96,57.39,0.0,0.518,0
2020-03-07 00:47:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:48:19,30.96,57.39,0.0,0.518,0
2020-03-07 00:49:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:50:19,30.96,57.39,0.0,0.518,0
2020-03-07 00:51:19,30.96,57.39,0.0,0.52,0
2020-03-07 00:52:19,30.96,57.39,0.0,0.518,0
2020-03-07 00:53:19,30.96,57.39,0.0,0.518,0
2020-03-07 00:54:19,30.96,57.39,0.0,0.518,0
2020-03-07 00:55:19,30.96,57.39,0.0,0.516,0
2020-03-07 00:56:19,30.96,57.39,0.0,0.516,0
2020-03-07 00:57:19,30.96,57.39,0.0,0.514,0
2020-03-07 00:58:19,30.96,57.39,0.0,0.514,0
2020-03-07 00:59:19,30.96,57.39,0.0,0.516,0
2020-03-07 01:00:20,30.96,57.39,0.0,0.516,0
2020-03-07 01:01:20,30.96,57.39,0.0,0.514,0
2020-03-07 01:02:20,30.96,57.39,0.0,0.512,0
2020-03-07 01:03:20,30.96,57.39,0.0,0.512,0
2020-03-07 01:04:20,30.96,57.39,0.0,0.514,0
2020-03-07 01:05:20,30.96,57.39,0.0,0.516,0
2020-03-07 01:06:20,30.96,57.39,0.0,0.514,0
2020-03-07 01:07:20,30.96,57.39,0.0,0.516,0
2020-03-07 01:08:20,30.96,57.39,0.0,0.514,0
2020-03-07 01:09:20,30.96,57.39,0.0,0.5160000000000001,0
